"__uniqueid__","content","_TextTopic_10","_TextTopic_9","_TextTopic_8","_TextTopic_7","_TextTopic_6","_TextTopic_5","_TextTopic_4","_TextTopic_3","_TextTopic_2","_TextTopic_1","_Col10_","_Col9_","_Col8_","_Col7_","_Col6_","_Col5_","_Col4_","_Col3_","_Col2_","_Col1_","mailing_tag_no","subject","day","year","month","day_of_week"
"         251","june dear colleagues normally by now i would have delivered my yearend greetings and summarized the state legislative session although our academic year wound up successfully and on time the legislature is working past its scheduled and statutory adjournment dates so let me report on what i know for now and i will get back to you when the states budget for the coming fiscal year is resolved one thing i know for sure is this was a tremendous year of accomplishment for the university of illinois notwithstanding the budget constraints we have been dealt in the past several years it doesnt get much better than having two faculty members honored as nobel prize laureates which is precisely what happened on successive days last october when chemist paul lauterbur and physicist anthony leggett were recognized by the royal swedish academy of sciences for their respective work the lift in pride and morale was palpable across the urbanachampaign campus that sunny autumn week professors leggett and lauterbur might be the most famous faculty for now but they were not alone in receiving awards and recognition this year microbiologist carl woese took home the craaford prize in biosciences also bestowed by the royal swedish academy and physicistinventor nick holonyak received the national medal of technology and the lemelsonmit prize colleagues and students at all three campuses are being honored for excellence and achievement we are all about quality it is what this university provides the people of illinois i am constantly pleasantly reminded of the exceptional talent of our faculty and students of the breadth of research instruction and public service occurring statewide under the university of illinois banner and of the dedication of our staff in support of the universitys mission the fact that the university of illinois continues to excel with less state assistance is a testament to the hard work and resourcefulness of each one of you for that i am most thankful while our academic enterprise flourished our campuses continued to transform themselves through expansion new facilities and relationships with the communities we serve we continue to plan to grow and to build for the future a pretty good year after all considering the impact of the states fiscal condition on public higher education of course we are concerned about the fiscal impacts and the risk to our quality and forward momentum if state support continues to erode as you may know the governors budget office asked public universities to return percent of state appropriations for the fiscal year ending june the may action came at the conclusion of our academic year and was in addition to an percent cut in the university of illinois appropriation for fiscal year now the legislature is deliberating options for a fiscal year budget the governors plan would cut our fy appropriation by another percent while a recommendation by the illinois board of higher education would maintain the same level of funding as the fy appropriation we favor the ibhe plan in hopes of restoring some of the academic programs lost to cuts in the past two years again i will update you on the legislatures final actions and the expected impacts on the university of illinois finally this year was one of transition several highly valued academicians and administrators announced they would leave this summer for opportunities at other colleges and universities including uiuc chancellor nancy cantor who will become president of syracuse university i wish all of them the best and they will always remain members of the university of illinoiss extended family joan and i announced we are headed toward retirement next january after years with the university and so commencements this spring were bittersweet a search to find the th president of the university of illinois is under way and i expect a smooth transition in the next academic year meantime there is work to be done eg the unfinished business of a budget and i look forward to working with you in the next six months to meet the challenges and maintain our place as one of the great universities in the world as always joan and i wish you a safe pleasant and renewing summer sincerely james j stukel president uipresuillinoisedu","           0","           0","           0","           0","           0","           0","           0","           0","           0","           1","0.0306266318","0.0293413775","0.0916706418","0.0370699864","0.0378050796","0.0493154481","0.0248513972","0.0280144796","0.0236959616","0.2982861801","20040608165926-010845","a letter from the president","           9","        2004","Jun","Wednesday"
"         351","the student insurance enrollmentchange period for summer session ii is this is the only time during the summer semester that students can complete an open enrollment reinstatement apply for dependent coverage complete an exemption from the insurance fee apply for an extension of your spring coverage this is for students not registering for the summer session ii only forms are available at s wright suite or download the forms from our web site questions email us at insureuiucedu or call","           0","           0","           0","           0","           0","           0","           1","           0","           0","           0","0.0259678349","0.0474636004"," 0.026730233","0.0513328774","0.0507242118","0.0039274156","0.7021137648","0.0074225297","0.0221940429"," -0.01477793","20040607134319-002107","summer ii std ins enrollmentchange period","           8","        2004","Jun","Tuesday"
"         451","the latest issue of inside illinois online is available at may vol no in this issue research news if you want to help your children with homework take it easy studies suggest scholar questions sanctioning of gambling on us military bases campus news illinoisventures provides support for startup companies chemist entomologist among new fellows of arts and sciences academy the next issue of inside illinois on june will be available in print as well online as always did you miss an issue go to ii archives your comments are welcome contact editor doris dahl or ddahluiucedu","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0400537409","0.0152886686","0.0177095861","0.0048322121","0.0164528604","0.0329943815","0.0078417166","0.0100042613","0.0181994289","0.0806157763","20040519162515-003488","inside illinois may","          20","        2004","May","Thursday"
"         551","the boil order for campus buildings at the university of illinois has been lifted as of this morning taps should be left running for two minutes before using the water the order was instituted tuesday afternoon after a water main near bevier hall was breached and pressure dropped for about minutes","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0111601448","0.0371849388","0.0107164799","0.0033104738","0.0068149337","0.0049116104","           0"," 0.009717199","0.0065303965","0.0144328172","20040512083954-003603","boil order has been lifted","          12","        2004","May","Wednesday"
"         651","a boil order is in effect until further notice for university of illinois campus buildings a contractor hit a water main near the northwest corner of bevier hall at the intersection of goodwin avenue and gregory drive the water pressure in campus buildings dropped below an acceptable level but has since been restored as a result the illinois environmental protection agency mandates a boil order until samples can be taken and analyzed that will take at least hours people in university of illinois campus buildings should boil all water used for drinking and cooking until further notice the water can be used for washing but should not be used for drinking or cooking until deemed safe in accordance with the illinois epa","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0171332471","0.0244742024","0.0155221904","0.0046190377","0.0169546333","0.0086197123","0.0025379694","0.0247927958","0.0037822521","0.0276135559","20040511135104-025345","immediate boil order for all campus buildings","          11","        2004","May","Tuesday"
"         751","with finals week approaching please be aware that if your computer is detected as being infected with a virus while on the uiuc network it will be removed filtered from the network this could have a significant impact on your course work and preparation for finals please take the following steps to ensure that your computer is updated and secure step install antivirus software cites provides antivirus software free of charge to all current uiuc students more information is available at step keep your system updated for microsoft windows users make check the following site to make sure your machine is up to date in all its security patches step reduce or restrict your use of peer to peer file sharing copyright violations will also result in your computer being removed from the network more information can be found at if you live in a residence hall and your computer becomes infected with a virus your port where you plug into the network may be disconnected in this event you need to contact your housing nettech to clean your machine and reenable your port more information is available at if you live in certified student housing csh and your computer is removed from the network speak with your approved technical support person for assistance in removing the virus and getting placed back on the network if you do not have any direct technical support and if you get removed from the network you should contact the cites helpdesk to obtain software and assistance to clean and update your computer for further assistance or if you have any questions please contact the cites helpdesk at or by email at consultuiucedu remember that helpdesk and other technical support services may not be available nights and weekends it may also take more than hours for a filter on a computer to be lifted a few minutes spent on prevention could save you hours of frustration and lost study time thank you mc michael corn director security services information privacy campus information technologies educational services cites university of illinois urbanachampaign c dcl mc fax mcornuiucedu","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0489692392","0.0700608983","0.0076030534"," 0.047543033","0.0465698379","0.0075609303","0.0221466644","0.0412316677","0.0421247165","0.0582317999","20040505175336-016681","computer security and finals week","           7","        2004","May","Friday"
"         851","from peter siegel chief information office and lanny arvan assistant cio for educational technologies on june cites will shut down the campus gradebook server this allows six weeks after the semester ends on may for instructors to process and record spring course grades and for students to access and copy their grades from the campus gradebook web site instructors who have used this service in the past may request an archive of their grade files from cites further information for requesting archives will be sent to campus gradebook course directors within the next few weeks after june students will continue to be able to access their grades via uiintegrate selfservice website","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0248042022","0.0871966418","0.0061939507","0.0245133657","0.0671762708","0.0137993575","0.0522888339","0.0152287218","0.0672575029"," 0.035047648","20040505164058-016346","campus gradebook retirement","           6","        2004","May","Thursday"
"         951","may dear colleagues as if this year hasnt thrown enough challenges at us the university of illinois became aware of a new one this week with an unexpected announcement that the state of illinois plans to end the long standing participation of the health alliance hmo in the states health insurance program we have communicated to the states department of central management services cms that this decision is a concern for many of our employees and for the university of illinois and we have encouraged a review by cms of the decision to drop health alliance also on monday may a hearing on this matter will be held by the illinois house state government committee and u of i staff will be on hand to provide information and respond to questions about the impact of this action on our employees if the decision stands and health alliance hmo is discontinued from the health insurance program human resource advisers will be available to work with employees to weigh their options during the upcoming benefit choice period of may and june nearly active university of illinois employees at our campuses in chicago springfield and urbanachampaign currently receive their health care insurance coverage through the health alliance program sixty percent of those employees also insure at least one dependent and countless u of i retirees and dependents are health alliance members moreover carle clinic and carle foundation hospital are major health care institutions in the urbanachampaign community and employees might have deep and longstanding relationships with carle physicians and medical facilities through health alliance as i have communicated on several occasions in recent years the u of i understands the constrained fiscal circumstances confronting the state and understands the need to make stateprovided benefit programs costeffective at the same time we are asking those making decisions about health care coverage for all state employees to look carefully at the fullcost picture and the impact of each prospective program james j stukel president","           0","           0","           0","           0","           0","           0","           0","           0","           0","           1","0.0571070245","0.0240136086","0.0827987843"," 0.026420849","0.0534974705","0.0213902836","0.1176205181","0.0254410389","0.0105826716","0.1504919871","20040430164245-015529","a letter from the president","           1","        2004","May","Saturday"
"        1051","date april to all faculty and staff from senate committee on faculty benefits re health alliance hmo the senate committee on faculty benefits urges all employees to contact officials at health alliance and central management services cms asking that health alliance remain an hmo option that cms and health alliance move with all haste to reach a negotiated agreement keeping health alliance in the local market and that cms and health alliance negotiate in good faith including a willingness on the part of both parties to adjust their individual rates in order to reach a compromise contact your elected state officials expressing your dissatisfaction with the potential loss of health alliance asking that they do all they can to keep health alliance in the local market health alliance central management services cms director michael rumman cms group insurance office or governor rod blagojevich citizens assistance office of the governor senator rick winkel nd district rickwinkelrickwinkelcom representative naomi jakobsson rd district to find contact information for other state senators and representatives go to","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0276785837","0.0312644516","0.0687742882","0.0070302874","0.0213060027","0.0108545759","0.0391209379","0.0153256438","0.0149806699","0.0545871136","20040429120349-007252","health alliance hmo","          29","        2004","Apr","Thursday"
"        1151","to all faculty and staff from denise hendricks assistant vice president for human resources kathleen pecknold associate provost and director academic human resources re health alliance as many of you have heard the state governments department of central management services cms office has announced that effective july it plans to eliminate health alliance as a health insurance provider if you are a health alliance member your benefits will continue uninterrupted with health alliance through june university administrators are in contact with health alliance and cms officials to discuss the issue officials with health alliance are appealing cmss decision if the appeal of the cms decision is not successful all current health alliance participants will have an opportunity to select a new health insurance provider from the state approved list during the benefit choice enrollment period later this spring full information about the options available to all employees will be communicated as it becomes available as we learn additional information we will post it in the announcements section of the campus website at","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0514865047","0.0198952115","0.0549720575","0.0300918906","0.0323864459","0.0466949711","0.0709884582","0.0219924377","0.0312698236","0.0977191827","20040427161554-024645","health alliance","          27","        2004","Apr","Tuesday"
"        1251","dear colleague at the request of chancellor cantor and provost herman the division of rehabilitationeducation services is conducting a survey to determine the status of disability access and supports for faculty and staff with disabilities and to support the identification of best practices in planning and delivering such services your participation is strictly voluntary and you may skip any question that you do not desire to answer or that you feel would compromise your anonymity survey responses are confidential and data will be aggregated and presented so as to prevent the identification of individuals questions or comments about this survey may be directed to brad hedrick at bhedrickuiucedu thank you for your consideration of this request and for your assistance the survey is available at","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0173668927","0.0554712489","0.0569587002"," 0.014034583","0.0305155936","0.0401388582","0.0205409106","0.0296334705","0.0203216513","0.0909992196","20040421111429-014745","faculty staff survey on disability supports","          22","        2004","Apr","Thursday"
"        1351","april dear colleagues please join me in celebrating chancellor nancy cantors tenure as chancellor of the university of illinois at urbanachampaign and wishing her and her husband professor steven brechin our best wishes as she assumes the position of chancellor and president of syracuse university at a campuswide reception monday may pp program to begin at p illini rooms illini union l west green street james j stukel president","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0094694708","0.0450124584","0.1453529818","0.0425462293","0.0079239002","0.0261260413","0.0041745532","0.0314962149","0.0053449499"," 0.064664872","20040418200843-006157","a letter from the president","          19","        2004","Apr","Monday"
"        1451","to uiuc faculty from john prussing chair senate committee on committees date april re faculty nominations for chancellor search committee following the announcement of the impending departure of chancellor cantor from our campus the senate executive committee received the approval of the president to solicit nominations for a search committee to advise the president on the selection of a chancellor in accord with procedures approved by the senate on march the search committee will consist of one faculty chair eight additional faculty three students one dean or director one academic professional and one staff member the urbanachampaign senate will consider and vote on nominations from all of the above constituencies at its regular meeting at pm in foellinger auditorium on april in order to facilitate that process the senate executive committee has asked the committee on committees to identify to faculty who are willing to serve the committee on committees will also solicit nominations from the appropriate bodies for the other constituencies nominations may also be made from the floor but must be accompanied by an agreement to serve from the nominee therefore we ask that faculty nominate members for the search committee faculty may also selfnominate brief letters of nomination of those who represent the diverse perspectives of the university are welcomed please send names of nominees via campus mail or email by noon on thursday april to professor john prussing chair senate committee on committees co senate office english building mc djmorrisuiucedu","           0","           0","           1","           0","           0","           0","           0","           0","           0","           0","  -0.0057232","0.0690607153","0.2718787368","0.0231665869","0.0247914977","0.0345389542","0.0109982804","0.0204923585","0.0185338906","0.1148494156","20040409143737-009823","nominations for chancellor search committee","          10","        2004","Apr","Saturday"
"        1551","university of illinois student season football vouchers are on sale now buy before april th and you will be entered to win prizes totaling it is flexiblecome together sit together students wishing to sit together simply arrive at the stadium at the same time to exchange a voucher for adjoining tickets in the student seating area you can also exchange your voucher during game week for a reserved seat renewals renew your illinois student season football voucher online at simply click order online then click season renewals on the left side of the screen and follow the prompts first time buyers buy your tickets online starting april th buy them online at then simply follow the instructions remember you can also buy tickets by phone at illini at the ticketmobile on the quad or in person at the athletic ticket office mon fri am pm ticket price is only for block i but for a limited time only on april th ticket prices will go back to their regular price of for block i incentives to buy illinois football tickets order before april th get games for the price of saving a chance to win prizes totaling for a full description of the seating policy click on graduating this year click on for information on a new young alumni season ticket program featuring discounted prices","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0065819898","0.0590796382","0.0204047202","0.0339242357","0.0527709574","0.0064774687","0.0120414214","0.0349680032","0.0344627433","0.0301367421","20040407095813-024875","student football tickets on sale now","           8","        2004","Apr","Thursday"
"        1651","students will begin registration for fall semester on april in ui selfservice the new registration module of banner we have sent all graduate and undergraduate students emails distributed flyers and placed ads in the daily illini in order to communicate information that will facilitate their transition to the new system i am sharing some referral resources from that communication plan with you you may find the information valuable should students ask questions of you information on new course rubrics and names uiintegrateappsuillinoisedu how to obtain the required enterpriseid and password to access the system how to check registration eligibility when to register and whether there are holds that need to be removed how to access ui selfservice and begin the registration process at their scheduled time instructions to review as a study aid before login to ui selfservice registration service center number for student assistance during the registration process","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0400408956","0.1043717969","0.0108739226","0.0622901827","0.0853569321","0.0067175632","0.0747758214","0.0272612406"," 0.075531121","0.0684947677","20040330144206-005490","changes in registration process for students","          31","        2004","Mar","Wednesday"
"        1751","registration for the fall semester begins april with a new system called ui selfservice to ensure a successful registration you must follow these steps meet with your advisor to discuss what courses to take and to make sure you understand the new course numbers and titles pick your courses check to find new numbers and titles know your enterprise id and password you will need a different id and password from what you have used in ui direct the new idpassword is what you use to check financial aid and pay your bill in ui selfservice go to to be sure your enterprise id and password are activated check your registration eligibility find out when you can register and be sure you have no holds by logging in to ui selfservice at clear all holds if registration eligibility says you have holds check with the appropriate office immediately you cannot register if you have holds learn how to use ui selfservice check instructions at register at your scheduled time go to integrateappsuillinoisedu to access ui selfservice if you have any questions during the registration process feel free to call the registration service center at","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0144737957","0.0600118982","0.0085861174","0.0397543582","0.0847821308","0.0092071593","0.0513847806","0.0228467306"," 0.088487335","0.0637447108","20040329124506-028689","required steps for new registration system","          31","        2004","Mar","Wednesday"
"        1851","march dear colleagues it is a pleasure to inform you of my intention to recommend provost richard herman to serve as interim chancellor of the university of illinois at urbanachampaign upon the departure of chancellor nancy cantor to her new post at syracuse university the university of illinois is fortunate to have someone of dr hermans stature and experience to call upon at such a time making the transition to new campus leadership the smoothest possible richard has been provost and vice chancellor for academic affairs at uiuc since and as such is familiar to most around campus in his role as chief academic and budget officer a widely published mathematician and scientist dr herman came to uiuc from the university of maryland where he served for eight years as dean of the college of computer mathematical and physical sciences prior to his work at maryland richard served for four years at the pennsylvania state university as chair of the department of mathematics to learn more go to richards administrative experience has served him and the u of i well during his tenure as provost richard has worked with nancy cantor and former chancellor michael aiken to preserve uiucs worldwide reputation for academic excellence in a period of fiscal crisis for the state and the university among his many accomplishments richard has overseen programs to raise the quality of uiucs faculty and students played a major role in tuition and student fee policy and strategically allocated resources to strengthen the core missions of the university dr herman is highly respected by those who know him both on and off campus i intend to submit my recommendation to appoint dr herman as interim chancellor of uiuc at the next board of trustees meeting this appointment comes at an important time for the university of illinois a period of transition in which strong stable leadership is essential as you know i will retire at the end of this year after nearly a decade as president and nancy cantor will depart this summer to become president and chancellor of syracuse university richard herman will provide a steady hand on the tiller to ensure uiuc stays on course during the months to come please join me in wishing him the best and in offering him our support james j stukel president uipresuillinoisedu","           0","           0","           0","           0","           0","           0","           0","           0","           0","           1","0.0330660032","0.0398926299","0.1192845409","0.0290410822","0.0096135506"," 0.111948475","0.0485531229","0.0296666807","0.0202086865","  0.23019465","20040319145303-028230","a letter from the president","          20","        2004","Mar","Saturday"
"        1951","elections voting information what student elections for student senate sorf board student trustee referenda questions when tuesday march starting at midnight through wednesday march ending at pm where how login with your university netid password why as a result of the february referendum vote students chose the student senate to serve as the sole structure of the university of illinois student government this vote affects all students therefore you are strongly encouraged to vote note writein candidates must complete and return the statement of candidacy for a writein form by pm on tuesday march this form is available from and must be returned to the illini union information desk","           0","           1","           0","           0","           0","           0","           0","           0","           0","           0","-0.054276071","0.4961167463","0.0913383259","0.0071144478"," 0.043333151","0.0047884924","0.0526583055","0.0188915449","0.0315344086","-0.067759674","20040312145043-020404","student elections vote info","          15","        2004","Mar","Monday"
"        2051","are you ready for early registration do you know your enterpriseid so you will be able to register for fall do you have holds that might stop you from registering for fall we encourage all students to follow the guidelines below so that their early registration is a positive experience the enterpriseid is necessary to register on the uiintegrate self service system for fall if you are using the enterpriseid now to access financial aid or student account information then you are ready to register if you do not have an enterpriseid establish one now instructions are available at do you have holds or encumbrances now in the past you were allowed to register even if you did have holds or encumbrances but this practice is changing all holds and encumbrances must be cleared before you can register for fall you may check your status on ui direct now unless they are lifted these holds and encumbrances will be converted to the ui integrate system prior to april remember a past due balance of or more will create a financial hold on your account preventing registration until the account is current additional email messages will be sent in the coming weeks for more information about early registration for summer see ui direct and for more information about fall please see","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0206208744","0.0605348095","-0.003134774","0.0778854495","0.0643311442","0.0015627817","0.0942567021"," 0.017222764","0.1354627798","0.0431110131","20040312084402-018576","essential information now for early registration","          13","        2004","Mar","Saturday"
"        2151","dear students faculty and staff as you may know the board of trustees reaffirmed its commitment to dialogue on the chief illiniwek issue at its january meeting we have devised a process that will allow us to hear from a wide range of opinion and then to respond in an organized way we are inviting all who are interested in this issue to write to dialogue on chief illiniwek at po box champaign illinois or to dialogueuillinoisedu please do so by may we will also hold a special intake session on campus april further details on that session will be announced soon information about the dialogue on chief illiniwek may be found on the web at the university will retain a senior legal professional to compile all the communications received including a transcript of the special intake session as well as the letters and emails the senior legal professional will prepare a threepart report consisting of an executive summary a distillation of these arguments into particular points to which the board will reply and an appendix consisting of the transcript of the special intake session and the email and letters received by may all members of the board of trustees will receive this report on august and it will be available to the press and general public the board will reply to the issues raised by this process at a special response session in the fall i know that chief illiniwek is an issue that touches many of you very deeply as it touches me i invite you to participate in this dialogue with warm regards yours truly william d engelbrecht chairman of the board of trustees","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0373895323","0.0644728389","0.0894996219","0.0401855679","0.0393901555","0.0342949749","0.0249526447","0.0390554799","0.0112838072","0.0732308548","20000221155436-008578","invitation to dialogue","          25","        2000","Feb","Friday"
"         152","accounts receivable and financial aid information will be unavailable from wednesday march at pm until monday march at am due to the student registration conversion and golive during this time period students will not be able to access their student account and financial aid information through uiintegrate self services online accounts receivable and financial aid staff will not be able to access any student information students will be able to make student account payments during this period however information will not be updated into the accounts receivable system until march likewise students will be able to make online payments directly though uipay during this period however information will not be updated in the accounts receivable system until march please note that students cannot access uipay through uiintegrate self services we apologize for this inconvenience thank you for your patience during the student registration conversion and golive","           0","           0","           0","           0","           0","           0","           0","           0","           1","           0","0.0155833309","0.1155243567","0.0174383964"," 0.112968031","0.0416322779","           0","0.0352007509","0.0203723079","0.2531413555","0.0260409752","20040311103324-011746","student accounts receivable system unavailability","          13","        2004","Mar","Saturday"
"         252","the state officials and employees ethics act enacted in by the general assembly of the state of illinois requires each officer and employee of all state agencies and universities to complete an ethics training program annually beginning in we are currently evaluating several options for our employees to satisfy this new annual requirement our goal is to provide several alternatives which will be communicated to you and posted on the ethics web site as they become available two options for compliance with the training requirement currently available are o the webbased ethics training program located in nessie at the webbased program will also be accessible in the nessie new hire task list as an option for new hires the program takes about minutes to complete and cross references ethics situations to university policy upon completion of the program credit is automatically recorded for completing the ethics training requirement for the year o another option is to attend the training class ethics in the workplace which will be conducted on each campus this class is currently scheduled for may in urbana and training dates will be scheduled soon in chicago and springfield registration can be submitted by accessing the ethics web site for those who have already completed our webbased course please notify the ethics office to receive credit for your training requirement until march we did not have the ability to track completion of the program information regarding the universitys ethics program and training alternatives is available at the ethics web site questions regarding the universitys ethics program should be directed to the university ethics officer richard traver at rtraveruillinoisedu or","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0487982976","0.0727381558","0.0190999709","0.0870292518"," 0.082313367","0.0321460394","0.0261281899","0.0143159221","0.0417441527","0.0853928051","20040311083122-011080","ethics training required by new ethics act","          12","        2004","Mar","Friday"
"         352","we would like to assist your best and brightest students in applying for prestigious international scholarships please recommend potential candidates from frosh to first year graduate students you could be nominating the university of illinois next churchill fulbright gates cambridge luce marshall mitchell or rhodes scholar do you know a potential international scholar telltale signs student goes beyond coursework by reading journals or attending seminars you have a noteworthy mentoring relationship with this student student conducts independent study or research student displays leadership andor participates in service student is among the top you have encountered generally over a gpa student would benefit from graduate study overseas perhaps at cambridge treatment contact david schug scholarships for international study at dschuguiucedu or preferably before march please provide the nominees name and email address we will inform nominees of the various scholarship opportunities and assist them with their preparations see will be the fourteenth consecutive year that the university of illinois has sent a student to cambridge on a prestigious scholarship","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0091552833","0.0465933906","0.0152721352","0.0173134592","0.0143675997","0.0040229228","0.0361090469"," 0.006251149","0.0126725445","0.0788926093","20040310163351-006054","international scholarships and nomination request","          11","        2004","Mar","Thursday"
"         452","with registration growing near i write to inform you of several important changes that affect registration summer session registration has been moved before spring break and students registering for summer session classes may do so in ui direct beginning march registration for fall courses will begin april using a new stateoftheart webbased system called web selfservice located at uiintegrateappsuillinoisedu when registering for fall courses please note several important changes many courses have been renumbered to a more common numbering scheme of some course rubrics have changed for example psych is now psyc graduate units have been converted to credit hours for example unit now equals hours the timetable is now called the class schedule new editions of the course catalog programs of study class schedule and general education course lists that include the new course numbers are located at additional email messages will be sent in the coming weeks on how to use the new system for more information on these changes please see","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0281888056","0.1064820574","0.0231301763","0.0408682805","0.0706305803","0.0063864072","0.0915149146"," 0.027582185","0.0441364885","0.0930394792","20040308123149-019117","registration and course changes","           9","        2004","Mar","Tuesday"
"         552","there are several computer viruses currently active on our network these viruses deliver emails that appear to be about your university email account and are signed by the management or officials at uiuc the emails do not come from the university of illinois if you get these emails do not open the attachments if the emails are deleted without accessing the attachments then you should be safe from infection by these viruses cites campus information technologies and educational services is presently contacting uiuc students faculty and staff about switching to the cites express email system these legitimate messages do not include file attachments nor do they ask you to open an email attachment please be certain to keep your antivirus software updated with the current rate at which viruses are being propagated updates should be performed at least twice a day for further information about antivirus software please see if you need assistance in updating your antivirus software or if your system becomes infected contact the cites help desk at","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0383960544","0.0843883791","0.0165709383","0.0598243235","0.0629411535","0.0027094964"," 0.025344775","0.0175337438","0.0492523885","0.0362502858","20040304093628-020361","email viruses disguised as uiuc email","           4","        2004","Mar","Thursday"
"         652","there are several computer viruses currently active on our network these viruses deliver emails that appear to be about your university email account and are signed by the management or officials at uiuc the emails do not come from the university of illinois if you get these emails do not open the attachments if the emails are deleted without accessing the attachments then you should be safe from infection by these viruses cites campus information technologies and educational services is presently contacting uiuc students faculty and staff about switching to the cites express email system these legitimate messages do not include file attachments nor do they ask you to open an email attachment please be certain to keep your antivirus software updated with the current rate at which viruses are being propagated updates should be performed at least twice a day for further information about antivirus software please see if you need assistance in updating your antivirus software or if your system becomes infected contact the cites help desk at","           0","           0","           0","           0","           0","           0","           0","           0","           0","           0","0.0383960544","0.0843883791","0.0165709383","0.0598243235","0.0629411535","0.0027094964"," 0.025344775","0.0175337438","0.0492523885","0.0362502858","20040303134405-011834","email viruses disguised as uiuc email","           3","        2004","Mar","Wednesday"
"         752","february dear colleagues it is the time of year when we turn our attention to the state capital and the level of public financial support we can expect for the coming year from the governor and state legislature governor blagojevich presented his budget plan for fiscal year last week and i will resume my meetings with lawmakers in springfield this week my visits to the statehouse this spring will include testimony on behalf of the university to appropriations committees in march and april the legislative schedule calls for final action on the states billion budget by the end of may unfortunately public higher education is an area of state funding recommended for a reduction again as illinoiss economic climate remains weak and the governors office projects a billion deficit for the coming fiscal year which begins july l the governor has proposed a fiscal year budget for illinois public universities that is percent lower than the appropriation for the current fiscal year for the university of illinois the recommendation is million a reduction of million or percent from the universitys state appropriation for fiscal year in addition other reductions in statewide grant programs will have a negative impact on students and faculty on all three campuses the governors recommendations on capital projects spending will be issued in march as we know all too well this represents the third year in a row of state funding cuts for the u of i and the states other public universities if there is a silver lininga sign perhaps of a moderately improving economyit is that this reduction is significantly smaller than those in each of the previous two fiscal years some confusion arose last week when budget data was presented in springfield showing all funds resources for public universities not just state general revenue funds thus including revenue from tuition research fees auxiliaries endowment earnings etcin addition to our state fundsmay have left some with the impression our funding had increased yes revenue from those important additional sources has risen and helped offset the impact of state funding reductions but the bottom line is those funds are not interchangeable with state dollars which support our core salaries and operations and we have experienced declining state support in a period of economic crisis as the legislative budgetary process unfolds i will be working closely with leadership from each of the campuses to make a clear and convincing case for the needs of our faculty students and staff i will keep you apprised of our progress and invite you to stay abreast of the process by connecting to my web site james j stukel president uipresuillinoisedu","           0","           0","           0","           0","           0","           0","           0","           0","           0","           1","0.0306229481","0.0545268249","0.0656667232"," 0.034235661","0.0330635628","0.0287938715","0.0460850469","0.0275945098","0.0354848468","0.2829116791","20040224152249-020065","a letter from the president","          25","        2004","Feb","Wednesday"
