mailing_tag_no,content,subject,day,year,month,day_of_week
20010910105650-004825,safety is an important issue for the university community each member of the campus communitystudents faculty and staffshould take an active role in preventing and reporting incidents that jeopardize safety on and around campus please review this information carefully in compliance with federal law the university of illinois at urbanachampaign provides its campus safety report and alcohol and other drugs policy and resource guide to help you manage your health and safety the campus safety report includes an overview of the universitys security resources policies and procedures as well as crime statistics these documents may be found at the following web address i hope that you will read these reports carefully and use the information to help foster a safer environment for you and for others within our community a hard copy of these documents may be obtained by contacting the office of publications and marketing south wright street suite champaign il,campus safety,11,2001,Sep,Tuesday
20010910103205-004741,safety is an important issue for the university community each member of the campus communitystudents faculty and staffshould take an active role in preventing and reporting incidents that jeopardize safety on and around campus please review this information carefully in compliance with federal law the university of illinois at urbanachampaign provides its campus safety report and alcohol and other drugs policy and resource guide to help you manage your health and safety the campus safety report includes an overview of the universitys security resources policies and procedures as well as crime statistics these documents may be found at the following web address i hope that you will read these reports carefully and use the information to help foster a safer environment for you and for others within our community a hard copy of these documents may be obtained by contacting the office of publications and marketing south wright street suite champaign il,campus safety,18,2001,Sep,Tuesday
20010906091332-000856,dear colleagues once each year we send out a call for preproposals to be submitted to the critical research initiative cri program this program which is entering its eighth year provides million each year to advance innovative and outstanding scholarship on our campus a description of the cri program types of proposals it funds directions for preparation of prepreposals and key deadlines can be found at i urge faculty from all disciplines to consider submitting a preproposal to the cri program if you have specific questions regarding the cri program please contact janice bahr associate vice chancellor for research sincerely paul w bohn interim vice chancellor for research,call for cri preproposals,11,2001,Sep,Tuesday
20010830141356-008301,annual message on research integrity policies to faculty staff and students who conduct research from paul w bohn interim vice chancellor for research for compliance purposes federal and state sponsors of research require that all faculty staff and students engaged in sponsored research be informed regularly about campus policies on research integrity the universitywide procedures for addressing particular instances of unethical conduct in research and publication are stated in the policy and procedures on academic integrity in research and publication this document is available on the web at under this policy all members of the university community are expected to observe high standards of academic integrity and ethical behavior in research and publication any practice or conduct by a member of the university community that seriously deviates from those ethical standards for proposing conducting and publishing research that are commonly accepted within the professional community constitutes academic misconduct in violation of university policy academic misconduct includes but is not limited to a fabrication or falsification of data including intentionally misleading selective or deliberately false reporting of credentials or other academically related information b unacknowledged appropriation of the work of others including plagiarism the abuse of confidentiality with respect to unpublished materials or misappropriation of physical materials c evasion of or intentional failure after notice by the university or federal state or another appropriate agency to comply with research regulations or requirements including but not limited to those applying to human subjects laboratory animals new drugs radioactive materials genetically altered organisms and to safety and d other conduct which seriously deviates from accepted ethical standards in scholarship differences of interpretation or judgment or honest error do not constitute academic misconduct a student or faculty member who believes that academic misconduct has occurred has several options for pursuing the matter informally most such problems can and should be resolved without resort to formal procedures through consultation with an adviser department or unit head or the campus research standards officer gary eden if you have questions about this policy please contact professor eden or dr melanie loots at or rsofficeruiucedu the campuss official statement responsible professional conduct guidelines for teaching research and service is printed in the academic staff handbook pp on the web at and in the handbook for graduate students and advisers may pp on the web at,research integrity policies,31,2001,Aug,Friday
20010830114409-007894,dear colleagues technology transfer at uiuc is badly broken and we are determined that it not remain so thus i am writing to report to you on the steps we are taking to create the effective timely and successful technology transfer process that you and our students deserve first it was critical to establish effective leadership we were fortunate to attract michael fritz former president and ceo of the carle foundation and current chairman of the cu economic development corporation as interim director of our office of technology management otm as we looked closely at intellectual property management at uiuc it was clear that we were a victim of our own success hundreds of disclosures to otm tell a story of productive creative energetic researchers with good ideas many with direct commercial application and potential copyright and license opportunities however because we did not manage ip effectively the volume of unassessed technologies grew the office became paralyzed and many of you lost confidence clearly aggressive action was called for both to eliminate the existing backlog and to implement a system to prevent this kind of bottlenecking from occurring again a twopronged approach was devised to address the backlog a team of graduate students working in concert with deloitte and touche has sorted and catalogued our technologies after reorganizing all the documentation and assembling marketing patent and industry information a first level screening of the potential commercial value was made for each invention it was then forwarded to a panel of industry experts who then made a detailed assessment and recommendation for potential commercialization now that the screening and prioritysetting is finished we will aggressively pursue those technologies that have significant commercial potential we will assess market and license the technologies or when appropriate facilitate faculty entrepreneurs in establishing startup companies for technologies that have moderate potential value we will pursue passive marketing strategies importantly we will communicate the status of each technology disclosure promptly to each inventor the initial phase of this work assessment by industry experts is complete and i am pleased to report that there appears to be a great deal of value in our your intellectual property portfolio the second effort is a full reorganization of the otm including significantly increased staff and other resources we will decentralize the work by placing professionals with expertise in technology commercialization and business development directly in the most active colleges and departments and supporting them with legal ip and business experts in a central office additionally otm is developing connections to outside experts who will assist with evaluation and commercialization on an ongoing basis our goal is to decentralize otm in order to make it more accessible efficient accountable and serviceoriented make no mistake much work remains to achieve our goal of transforming the otm into a premier ip management organization as we work toward that goal you can expect to remain fully informed of our progress and we know we can count on you to let us know how we can do better sincerely paul w bohn interim vice chancellor for research,office of technology management backlog,31,2001,Aug,Friday
20010817132819-022967,message from the registrar on wednesday august students should attend classes according to their monday schedule beginning on thursday august classes will meet as scheduled in the timetable of classes uiuc senate policy requires all class days to meet a mininum of fourteen times during a semester the labor day holiday along with the addition of a full week fall break reduces the number of monday class meeting days to thirteen necessitating the schedule change,first day of class fall,21,2001,Aug,Tuesday
20010817110713-022713,to all university of illinois students from pete siegel chief information officer stan yagi director of ccso and assistant chief information officer regarding useful account and computing information for fall welcome to the university of illinois fall semester the computing and communications services office ccso and the office of the chief information officer cio hope the information below will be useful to you service improvements or changes from last year are denoted with an asterisk if youre a new student youll need to activate your email account and set an email password by visiting the ccso password home page at after clicking login to password home page youll be asked to provide your network id netid and netid password the one used for u of i direct the software that allows you to register for classes while at this page you also can set a password for your instructional computing sites account which will allow you to access the equipment and software in the computer labs described in to download u of i direct to your desktop machine a go to youll be asked to provide your netid and netid password and b click on windows u of i direct client or macintosh u of i direct client downloadable antivirus software is provided free of charge to students installing this software will help protect your desktop machine from computer viruses and worms such as code red an antivirus overview and links to the software are located at the campus policies for appropriate use of computer and network systems are posted at these policies serve to protect everyone in the campus community and all students staff and faculty are responsible for complying with them ccso maintains eight computer labs instructional computing sites across campus that are open for student use these labs offer a wide variety of software including u of i direct access this year the following labs will be open before classes start illini union sw corner st floor pmpm w nevada pmpm illini union sw corner st floor ampm w nevada ampm english bldg ampm undergrad library lowerlevel ampm w oregon ampm a map of lab locations is available at the ccso resource center has added a second location at lincoln hall with extended hours ampm monfri if you have computing or networking questions please call email or visit the ccso resource center digital computer lab ampm monfri lincoln hall ampm monfri phone email consultuiucedu,useful account computing info for fall,18,2001,Aug,Saturday
20010712173119-017862,july dear colleagues it is with great pleasure that i announce the appointments of two veteran faculty and administrative staff members to senior posts at the university level the board of trustees approved these appointments thursday july at its regular meeting at the urbanachampaign campus and both are effective immediately first chester s chet gardner is the vice president for academic affairs a position he has held on an acting basis since fall when he took over for sylvia manning who went to the chicago campus he is a seasoned administrator who has served as vice chancellor for research dean of the graduate college and acting dean of the college of engineering all at urbanachampaign for more information about dr gardners appointment see second david l chicoine is the vice president for economic development and corporate relations until thursday he was dean of the college of agricultural consumer and environmental sciences at urbanachampaign and a faculty member in the universitywide institute of government and public affairs for more information about dr chicoines appointment see the board and i are delighted that chet and david have agreed to join the senior administration and we hope you share our enthusiasm for the universitys good fortune sincerely yours jim stukel president uipresuillinoisedu,presmail,14,2001,Jul,Saturday
20010628131848-010428,tax withholding changes as a result of the enactment of the recent tax relief legislation you may see a reduction in your payroll federal tax withholding rates beginning july if you do not wish to take advantage of the new rates you must file a new w form you may file this form using nessie the universitys web site for conducting personnel transactions or by coming to the payroll office nessie is available at the payroll office is located in room a of the henry administration building the economic growth and tax relief reconciliation act becomes effective july and impacts all wages paid after june it lowers individual income tax rates includes provisions to extend the income exclusion for employerprovided educational assistance increases the basis for earned income credit beginning in and reduces the percent charged on supplemental wage payments the act extends the income exclusion of for employerprovided educational assistance to graduate level courses effective january it also makes this income exclusion for both undergraduate and graduate level courses permanent in the past this had been a temporary provision of the tax code employees who take graduate level courses in the fall semester of the academic year will still be taxed on the value of their fall tuition if you have questions concerning the tax changes please call the payroll office at katharine j kral assistant vice president for business and finance,tax withholding changes,30,2001,Jun,Saturday
20010620135049-003853,the biennial conference for women is in the works we are very excited to announce that the planning for the conference the elements of you is well under way april and are days you do not want to miss we have set our sights high striving to provide you with the motivational and educational experience that has become the conference standard speakers for the conference we have invited barbara bush b smith and dr phil mcgraw as we continue to grow and improve the conference we seek speakers that will appeal to a wide variety of women and of course we want to be sure that our speaker lineup provides the ideal balance of useful information inspiration and fun tickets and registration you will find the conference registration form and seating chart by going to and clicking on the biennial conference for women link you will see that we are offering tiered seating options and early bird registration prices for singleday attendees you have the option on the registration form to reserve your seat for a specific date now or you can choose to register today and select your date when the speaker lineup is confirmed tickets and conference materials will be shipped to you about four weeks prior to the conference in your welcome packet university of illinois employees are being offered a special pricing structure for the conference therefore this registration form is for university of illinois employees only the publicity campaign for the conference will launch later this summer if you have friends you would like to add to our mailing email us at rbuhruiucedu in addition to this exclusive preliminary announcement for university of illinois employees you will be able to get more detailed information about conference development on our web site later this summer so stay tuned if you have any questions about the conference or the registration form please contact ranae buck at rbuhruiucedu or we look forward to seeing you there beth katsinas director biennial conference for women office of human resource development,biennial conference for women,21,2001,Jun,Thursday
20010613161057-018742,subject summer session student health insurance fee the university requires that students be covered by health insurance and provides a group health insurance plan for which the fee is automatically assessed along with other tuition and fees to students who have not completed an exemption tuition and fee waivers do not apply to the insurance fee if an exemption is in effect your registration statement of charges and aid will state not insured the enrollmentchange period for the summer session is june through june all transactions must be completed either in person from am to pm during the enrollmentchange period at s wright suite or by us mail addressed to the student insurance office postmarked on or before june to obtain the necessary forms or for additional information visit our web site at transactions made by any other means will be invalid if questions email us at insureuiucedu or call,summer session student health insurance fee,22,2001,Jun,Friday
20010611093038-012665,sign up now for direct deposit of your financial aid and student account refund the university of illinois at urbanachampaign now offers direct deposit of your financial aid and student account refunds sign up for direct deposit between now and pm the first day of instruction this fall wednesday august and you will be enrolled in a drawing to win one of five bookstore vouchers direct deposit is the quickest way to access your refunds no more waiting for your check in the mail you will be notified by email when your student refund has been sent to your bank using your university id number and password you may apply for direct deposit online through the safari student account and financial aid resource information web site at click on the zebra to log on if you have questions concerning this new service please refer to the safari web site or contact the office of student accounts and cashiers at or by email at studentaccountsuiucedu,win one of five bookstore vouchers,22,2001,Jun,Friday
20010530115146-010374,message from the registrar on wednesday august students should attend classes according to their monday schedule beginning on thursday august classes will meet as scheduled in the timetable of classes uiuc senate policy requires all class days to meet a mininum of fourteen times during a semester the labor day holiday along with the addition of a full week fall break reduces the number of monday class meeting days to thirteen necessitating the schedule change,first day of class fall,22,2001,Jun,Friday
20010424163951-001244,date april to faculty staff and students from charles c colbert vice chancellor for administration and human resources subjectsafety alert as we near the end of the semester and spring brings on warmer weather the potential for assault robbery or other forms of aggressive behavior is heightened to ensure the safety of all of our students staff and faculty i would like to remind everyone of a few important tips to help you avoid becoming the victim of a crime use the mtd scheduled bus service or saferides service call ride never walk alone especially after dark always use welllighted paths if you observe any suspicious activity or people call from a campus phone or from a noncampus phone remember that the more you drink the easier target you will be for criminals make a note of the locations of the emergency phones around the campus so that if you ever become the victim of any crime please contact the police immediately so they can help you receive appropriate medical and emotional support please remember that your personal safety should always be a priority,safety alert,25,2001,Apr,Wednesday
20010418104555-019986,april l l dear colleagues the university is hosting a campuscommunity reception for dr nancy cantor chancellordesignate of the uiuc campus on tuesday april th at la in the south lounge of the union please join me and your colleagues in meeting and welcoming dr cantor to the campus and to the community james j stukel president,reception for the chancellordesignate,19,2001,Apr,Thursday
20010416151356-009124,april l l dear colleagues i am pleased to announce dr nancy e cantor as the next chancellor of the university of illinois at urbanachampaign dr cantor is currently serving as provost and executive vice president for academic affairs at the university of michigan in ann arbor she expects to begin work at uiuc in august dr cantor is a distinguished scholar who understands and is committed to the core values of the campus and the overriding ethos of excellence she brings high energy enthusiasm and appreciates the diversity of issues we address and the constituencies we serve i want to take this opportunity to thank the search committee led by professor thomas ulen who brought dr cantors name to me their dedicated directed efforts resulted in nothing short of a superb list of final candidates we will be having a campuscommunity reception for dr cantor on tuesday april th i will communicate later this week on time and location of this event when you can join me in welcoming dr cantor to the university of illinois james j stukel president,uiuc chancellor,17,2001,Apr,Tuesday
20010411145203-000858,dear student in our effort increase dialogue between students and the administration of the university we are holding a student body meeting on monday april from pm in the pine lounge of the illini union this forum will provide an opportunity for students to voice opinions and raise concerns about issues such as the quality of education student life and student services discussion is not limited to any particular issues however moderation will ensure that many issues are addressed provost and vice chancellor for academic affairs richard herman vice chancellor for student affairs patricia askew and vice chancellor for administration and human resources charles colbert will be part of the panel in addition student body president andrew hammill student trustee erin glezen and student senate caucus president wade ackerman will be present and will moderate the event we encourage you to attend this forum and engage in a campus dialogue we hope to see you there sincerely wade ackerman student senate caucus president erin glezen student trustee andrew hammill student body president,annual meeting of the student body,13,2001,Apr,Friday
20010322160008-007140,summers coming and it promises to be better than ever in this year the university of illinois at urbanachampaign is offering a variety of exciting summer coursesavailable on campus over the internet and for the first time in the chicago area its all on the web so check it out at and be sure to pick up a copy of the summer timetable now available all over campus for more information please call the office of continuing education at or tollfree at,summer courses for,24,2001,Mar,Saturday
20010301110937-022638,questions and concerns have been raised recently about potential contacts by employees students or others associated with the university with student athletes who are being recruited by the university of illinois as a member of the national collegiate athletics association ncaa and the big ten athletic conference there are a number of rules with which all persons associated with the university must comply for example the ncaa regulates the timing nature and frequency of contacts between any university employee and prospective athletes it is the responsibility of the coaches and administration in the division of intercollegiate athletics to recruit the best student athletes to participate in varsity sports at the university of illinois no contacts are permitted with prospective student athletes including high school and junior college students by university students employees or others associated with the university without express authorization of the director of athletics or his designee the university faces potentially serious sanctions for violation of ncaa or big ten rules all members of the university community are expected to abide by these rules and certainly any intentional violations will not be condoned it is the responsibility of each member of the university to ensure that all students employees and others associated with the university conduct themselves in a sportsmanlike manner questions about the rules should be addressed to mr vince ille assistant director for compliance bielfeldt athletic administration building s fourth street champaign il email illeuiucedu,contact with potential student athletes,02,2001,Mar,Friday
20010226133758-019493,february to all university of illinois employees from robert k todd associate vice president for administration and human resources re xtremelearning a unique training opportunity for u of i employees last november the xtremelearning technology based training program was introduced to faculty staff and students of the three university of illinois campuses since that time thousands of university employees have accessed xtremelearning training courses and taken advantage of the hundreds of offerings available for professional skills development computer programming and desktop applications xtremelearning courses are available free of charge to university of illinois faculty students and staff if you have not yet registered for access to xtremelearning courses please take a few minutes to access the xtremelearning website to learn more about career development opportunities did you know xtremelearning offers some of the most indemand information technology courses including oracle c programming c html cisco java and novell to name a few many xtremelearning courses have received approval from microsoft and oracle as official study guides for certification exams for developing technical skills and preparing for certification xtremelearning is a nocost option for increasing skills and gaining technical competencies xtremelearning also offers training in the desktop applications that many university employees use everyday including microsoft word excel access powerpoint and project additionally xtremelearning provides professional development courses to help you gain important skills in topics like decision making essentials of management employee performance leadership development conducting meetings interviewing skills and project management heres how to register to begin using xtremelearning open your internet browser and access the first time you visit the site you must selfregister before you can login selfregister using the following temporary registration id and password selfregistration id couillinois password registeru the selfregistration process will ask you to provide a personal username and password to help ensure your username is unique use your university net id provide your university email address so your username password and a company name generated by the system can be emailed to you after you selfregister continue to the login screen login using the new company name username and password created during registration once you have logged in select first time users from the menu of options on the left side of your screen the first time users feature guides you on a stepbystep walk through of how to use xtremelearning including how to set up a training plan instructions tips help desk information and a list of frequently asked questions can all be found on the university of illinois xtremelearning home page we hope youll set aside some time soon to take advantage of this new training opportunity watch your mail this month well be sending university employees a special guide to help you get the most out of your xtremelearning experience university office of human resources university learning connection connecting you your career your university ulcuillinoisedu,xtremelearning a unique training opportunity,27,2001,Feb,Tuesday
20010202164503-011799,dear university of illinois colleagues we seek your help in identifying nominees for the position of vice president for academic affairs the vpaa position is among the most important administrative positions at the university of illinois dr sylvia manning provided tremendous university leadership in this position before accepting the responsibilities of chancellor at uic the vpaa position is currently held by dr chester gardner vice president for economic development and corporate relations on an interim basis the position announcement has been placed in prominent national regional and local publications intended to reach a diverse set of qualified potential candidates and it is also at the bottom of this email our search committee is hard at work on the tremendously important task of finding the next vice president for academic affairs at the university of illinois we also have retained the services of bill funk of korn ferry international a very successful academic executive search firm to help us we already have a number of promising nominations and candidates nevertheless we would like to enlist your help in identifying nominees for vice president for academic affairs please give careful thought to those you know who might serve the university of illinois in this important role if you would like to nominate someone you may do so by writing to me by email vpaasearchuillinoisedu the search committee looks forward to hearing from you sincerely donald uchtmann on behalf of the search committee janice bahr associate vice chancellor for research and professor physiology uiuc abigail broga assistant dean of students uiuc glen hahn cope dean college of public affairs and administration and professor public administration uis jesse delia dean and professor college of liberal arts and sciences uiuc clark hulse interim dean graduate college and professor english and art history uic elliot kaufman associate professor and interim head molecular genetics uic bonnie moe associate professor accountancy uis warren palmer acting dean health and human development sciences and professor kinesiology uic robert todd associate vice president for administration and human resources donald uchtmann professor agricultural and consumer economics uiuc university of illinois vice president for academic affairs the university of illinois invites nominations and applications for the position of vice president for academic affairs the university of illinois an international leader in higher education includes three distinctive campuses with combined student enrollments of the campuses at chicago students and urbanachampaign students are classified as doctoralresearch universities extensive the newest campus located in the state capital of springfield students is classified as a masters comprehensive university i the vice president for academic affairs is the senior academic officer of the university and reports directly to the president the vice president for academic affairs advises the president on matters of educational policy academic programs academic personnel actions and capital and operating budget development the vice president is responsible for the overall coordination of planning and budgeting at the university and represents the interests of the university to the illinois board of higher education on matters pertaining to academic programs and priorities among other duties the vice president exercises direct line authority over certain universitywide units and programs including the institute of government and public affairs the university office for academic policy analysis the university of illinois press ui online the presidents leadership program and the university office of outreach and public service progressively responsible administrative experience with academic policies personnel and budgets is required for the position an earned doctorate or equivalent and a record of teaching and scholarship that would merit appointment as a tenured professor at the university of illinois are required the ability to understand and work effectively in a complex academic culture influenced by multiple campuses a landgrant university tradition and a medical school is also required to insure full consideration nominations and applications that include a comprehensive current resume should be sent by february to professor donald l uchtmann chair search committee university of illinois university senates conference office s wright suite champaign illinois telephone email vpaasearchuillinoisedu the appointment of the new vice president is anticipated to take effect on or before august the university of illinois is an affirmative actionequal opportunity institution,nominees for vice president for academic affairs,06,2001,Feb,Tuesday
20010130172517-001558,dear colleagues an emergency on friday at our power plant meant that most campus buildings lost power and heat now that service has been largely restored let us recognize and take pride in the dedication and sense of community displayed so consistently across campus in the face of this problem the crews that battled the fire and its aftermath in abbott power plant including individuals from om and illinois power as well as community firefightersdeserve our thanks and our commendation the situation was dangerous and unpredictable to which all of these individuals responded at the highest level our thanks to all who contributed to the fast and comprehensive restoration of services while om was working to contain the fire and restore services hundreds of people across campus swung into action to begin implementing contingency plans to minimize further consequences participants in our telephone alert system quickly and competently spread the word about the cancellation of classes and started emergency responses across campus staff in student affairs and housing assessed the situations in dorms that were affected and began preparing plans for assuring the safety housing and continuation of services to our students research staff took actions to assure safety and to protect experiments and equipment despite failures in firstlevel emergency backup systems ccso staff restored electronic communications and minimized the effects of the power outage on sensitive equipment and across campus people kept working with flashlights and coats on answering phones providing information and generally doing whatever it took to keep necessary operations going the staffers at the di put out a special edition under adverse circumstances and students across campus responded with calm and good will so to all those who helped cope with this emergency and especially to the individuals in operations and maintenance who labored throughout the day and evening to return the campus to its normal state we wish to express our considerable appreciation for a job well done we hope the rest of the semester is calm and productive for all sincerely yours michael aiken chancellor richard h herman provost charles c colbert vice chancellor for administration and human resources,job well done,01,2001,Feb,Thursday
20010125155327-008795,dear graduate students a campus committee of faculty students and staff has designed an educational campaign to inform the campus community about the policies procedures and resources available for dealing with harassment and discrimination the policies cover harassment and discrimination on the basis of race color religion sex national origin ancestry age marital status disability sexual orientation unfavorable discharge from the military and status as a disabled veteran or veteran of the vietnam era information is available at you are encouraged to familiarize yourself with this website and the resources it makes available harassment and discrimination dont do it dont tolerate it sincerely richard wheeler dean the graduate college,campus conduct our conduct our culture,26,2001,Jan,Friday
20010111165152-017714,recently email was sent to about students staff and faculty at the university of illinois advising them to access a specific web site in order to verify usage information regarding their netidlogin and password the email and the web site attempted to represent itself as an official university of illinois activity and the email was purported to be from uiuc staff and uiuc campus none of which were true we want all students staff and faculty to be vigilant about such email and web sites the university of illinois will never seek confidential information in this way nor will it authorize outside organizations to do so if you are contacted in this way please report the problem to securityuiucedu if you have inadvertently provided confidential information that may have compromised your university of illinois accounts immediately change your passwords in order to protect yourself and notify securityuiucedu peter siegel bob foertsch office of the cio office of the cio chief information officer campus security coordinator,read this important message,12,2001,Jan,Friday
20010109103029-016967,subject spring student health insurance fee the university requires that students be covered by health insurance and provides a group health insurance plan for which the fee is automatically assessed along with other tuition and fees even students with tuition and fee waivers are required to pay the insurance fee if however you have other equivalent health insurance and you have completed an exemption your registration statement of charges and aid will state not insured the enrollment change period for spring is january february during the enrollmentchange period students can make the following changes purchase health insurance coverage for their dependents nonregistered students can apply for extension of their fall health insurance graduate students can purchase dental and eye coverage students who have exempted from the student plan can apply for reinstatement students covered by other equivalent health insurance that is in effect on and after can apply for exemption from the fee during the enrollmentchange period on monday through friday from am pm you can accomplish any of the above changes at the student insurance office address below or download the forms from and return them by us mail to the following address student insurance office south wright street suite champaign il all forms must be completed and either submitted in person or postmarked on or before february transactions made by any other means will be invalid for additional information you may visit our web site above for questions email us at or call,student insurance plan enrollmentchange deadline,25,2001,Jan,Thursday
20010105135012-008643,your local address the one on file in u of i direct as of pm on january will be used to mail your spring registration statement the post office will not forward statements or refund checks therefore please verify all address information in u of i direct is correct if you have not received your registration statement by january th go to window room of the henry administration building between am and pm or contact the student accounts office at payment is due on february if payment is not received on or before the due date you will be assessed a late payment charge you are responsible for making payment even if financial aid has not yet been applied for your convenience you may use the payment drop boxes located at the east and west entrance of the henry administration building and at the southwest foyer of the illini union to return your payment no cash please do not use campus mailboxes for student account financial aid and important tax information visit and select safari student account and financial aid resource information you must have your blue icard number and a permanent pin to use safari if you do not have a permanent pin one can be obtained by accessing the icard website at,important information about spring registration,09,2001,Jan,Tuesday
20001130152912-006702,to urbanachampaign faculty fromkaren chapmannovakofski chair senate committee on committees datenovember re faculty nominations to the athletic board the athletic board serves as an advisory committee to the chancellor and the athletic director on the fiscal and operational aspects of the varsity sports program the board is also responsible for that program as it relates to the academic and educational objectives defined by the senate the committee on committees is seeking nominations from qualified faculty members to fill two vacancies on the athletic board created by the expiration of the terms of john braden and barrington coleman faculty members serve fouryear terms the following faculty with expiration of terms in parentheses are continuing on the board lawrence m debrock j fred giertz william d obrien jr matthew wheeler joyce c wright at the february senate meeting the committee on committees will present a slate of four faculty nominees upon senate approval of the slate the chancellor will appoint two of these nominees for these positions we invite you to make nominations faculty may also selfnominate nominations must include a brief paragraph description of the qualifications of the nominee including reference to strengths in service and leadership major teaching and scholarly interests and accomplishments and experiences and interest in the policy and management issues that surround a big ten athletic program thank you for your assistance we look forward to receiving nominations nominations must be sent on or before friday december via email djmorrisuiucedu or campus mail to committee on committees co office of the senate english building mc,faculty nominations to the athletic board,01,2000,Dec,Friday
20001106135431-015681,when to vote election day is tuesday november polling places are open from am to pm what to bring if you have received your voter registration card it is a good idea to bring it to the polling place however it is not required if asked you must be able to provide two forms of identification one of these forms must show your current address ie a piece of mail will work where to vote please access this link for maps and listings of campus polling places questions if you have any questions or concerns regarding voting please contact illinois student government at or the champaign county clerk at,student voter information,07,2000,Nov,Tuesday
20001024132211-015187,for compliance purposes federal and state sponsors of research require that all faculty staff and students engaged in sponsored research be informed regularly about campus policies on research integrity the universitywide procedures for addressing particular instances of unethical conduct in research and publication are stated in the policy and procedures on academic integrity in research and publication this document is available on the web at under this policy all members of the university community are expected to observe high standards of academic integrity and ethical behavior in research and publication any practice or conduct by a member of the university community that seriously deviates from those ethical standards for proposing conducting and publishing research that are commonly accepted within the professional community constitutes academic misconduct in violation of university policy academic misconduct includes but is not limited to a fabrication or falsification of data including reporting of credentials or other academically related information that is intentionally misleading selective or deliberately false b unacknowledged appropriation of the work of others including plagiarism the abuse of confidentiality with respect to unpublished materials or misappropriation of physical materials c intentional failure to comply with research regulations or requirements including but not limited to those applying to human subjects laboratory animals new drugs radioactive materials genetically altered organisms and to safety and d other conduct that seriously deviates from accepted ethical standards in scholarship differences of interpretation or judgment or honest error do not constitute academic misconduct a student or faculty member who believes that academic misconduct has occurred has several options for pursuing the matter informally most such problems can and should be resolved without resort to formal procedures but rather through consultation with an adviser department or unit head or the campus research standards officer j gary eden associate vice chancellor for research if you have questions about this policy please contact professor eden at or jgedenuiucedu the campuss official statement responsible professional conduct guidelines for teaching research and service is printed in the academic staff handbook pp on the web at and in the handbook for graduate students and advisers january pp on the web at,research integrity policies,25,2000,Oct,Wednesday
