date,mailing_tag_no,header,content,subject
Thu Sep 18 2003,20030915093353-000997,"      To: All Faculty & All Academic Professionals & All Civil Service Staff &
           All Undergrad Students & All Grad Students <everybody@illinois.edu> 
    From: ""Oliver J. Clark, Director of Public Safety"" <ojclark@uiuc.edu>

Reply-To: ojclark@uiuc.edu
 Subject: MASSMAIL - Campus Safety","Safety is an important issue for the University community. Each
member of the campus community--students, faculty, and
staff--should take an active role in preventing and reporting incidents
that jeopardize safety on and around campus. Please review this
information carefully.

In compliance with federal law, the University of Illinois at
Urbana-Champaign provides its Campus Safety Report and Alcohol
and Other Drugs policy and resource guide to help you manage your
health and safety. The Campus Safety Report includes an overview of
the University's security resources, policies, and procedures, as well
as crime statistics. The Alcohol and Other Drugs policy and resource
guide defines prohibited behavior and outlines consequences for
violations. Also described are educational and counseling resources.
These documents may be found at the following Web address:
http://www.uiuc.edu/safety/.

I hope that you will read these brochures carefully and use the
information to help foster a safer environment for you and for others
within our community. A hard copy of these documents may be
obtained by contacting the Office of Publications & Marketing, 807 S.
Wright St., Suite 520, Champaign, IL 61820, (217) 333-9200.",Campus Safety
Tue Sep 16 2003,20030915092414-000932,"      To: All Faculty <everybody@illinois.edu> 
    From: ""Professors Michael Grossman and Priscilla C. Yu"" <mikeg@uiuc.edu>
Reply-To: damrau@uiuc.edu

 Subject: MASSMAIL - REMINDER:  Sept. 22 Annual Meeting of the Faculty","*GENTLE REMINDER*

September 15, 2003

Dear Colleague,

The Bylaws of the Senate, Part A 6., state: The Senate shall call an 
annual meeting of the faculty of the campus to hear reports from and to 
question the Senate Executive Committee and the administration.

This year's Annual Meeting of the Faculty will take place on Monday, 
September 22, at 3:10 PM in Illini Room C of the Illini Union. You will 
have a rather unique opportunity not only to hear from two key university 
and campus administrators but also to talk with them, both in a discussion 
period during the meeting itself and also informally afterward.

At this year's meeting President James Stukel and Chancellor Nancy Cantor 
will deliver remarks, after which there will be an open discussion session 
during which your questions and comments will be welcome. They regard this 
meeting as an important occasion, and intend to use it to good effect. 
They will give you their sense of where we stand, what we are up against, 
and what is to be done; and they will be interested in hearing from you, 
both on the matters they mention and on others. 

The Annual Meeting of the Faculty can and should serve as a forum for a 
discussion of issues affecting all of us, to which both administrators and 
faculty contribute. We hope that you will join us at this year's Meeting. 
After its conclusion there will be a reception in the South Lounge of the 
Illini Union, sponsored by the Chancellor, at which discussion can 
continue informally. 

We look forward to seeing you at this meeting.

Cordially,


Michael Grossman, Chair 
Senate Executive Committee


Priscilla C. Yu, Vice-Chair 
Senate Executive Committee


MG/PCY: rcd
",REMINDER:  Sept. 22 Annual Meeting of the Faculty
Sat Sep 13 2003,20030912092454-003047,"      To: All Undergrad Students <everybody@illinois.edu> 
    From: ""Office of Admissions and Records"" <smhouser@uiuc.edu>
Reply-To: smhouser@uiuc.edu

 Subject: MASSMAIL - Degree Audits","Mid-semester audits for the fall term will soon be available on the Web to 
undergraduate students in colleges that use the Degree Audit Reporting 
System.

Academic advising reports are generated each fall and spring based on a 
specific schedule for each participating college. Please refer to 
information published on the website of the Office of Admissions and 
Records (OAR) for the scheduled date that web audits will be available for 
your college (http://www.oar.uiuc.edu/current/grades.html). Please contact 
your college office if you have any questions about your eligibility to 
receive an audit.
",Degree Audits
Sat Sep 13 2003,20030911162349-028350,"      To: All Academic Professionals & All Civil Service Staff <everybody@illinois.edu> 
    From: ""Lizbeth Anne Katsinas"" <katsinas@ad.uiuc.edu>

Reply-To: info@theconferenceforwomen.com 
 Subject: MASSMAIL - U of I DISCOUNTS FOR THE 2004 BIENNIAL CONFERENCE ","We're excited to announce that general registration for the 2004 Biennial 
Conference for Women is now open for all University of Illinois employees! 
Our planning for the 2004 Conference - Women in Progress - is well under 
way; April 8 and 9, 2004 are days you won't want to miss! We have set our 
sights high, striving to provide you with the educational and motivational 
experience that has become the Conference standard.

THE 2004 SPEAKER HEADLINERS

Join us for an exciting line-up of speakers, including:
STAR JONES, co-host of ""The View,"" best-selling author, and television 
legal analyst.
SUZE ORMAN, best-selling author and host of CNBC's ""The Suze Orman Show.""
SOLEDAD O'BRIEN, CNN ""American Morning"" co-host.
DAVID BALDACCI, best-selling author of ""Absolute Power,"" and ""Split 
Second.""

And Conference Host, Urbana's own ERIKA HAROLD, Miss America 2003!

For complete, up-to-the-minute details on Conference activities, speakers, 
sponsors, seating and registration, visit the Conference web site at 
www.theconferenceforwomen.com. 

TICKETS AND REGISTRATION

Registration is always open at www.theconferenceforwomen.com. University 
of Illinois employees will once again receive a discounted pricing 
structure, which you can find on the web site registration page. Take 
advantage of early bird pricing by entering promo code PC06! On-line 
registration is easier than ever this year - individuals can register 
multiple participants with less data entry and there is an option to pay 
with your P-Card. 

Don't miss this opportunity to hear ten awe-inspiring speakers, as well as 
visit the Women's Expo, get books signed by your favorite authors, and 
much, much more. Reserve your seat today, and don't miss your chance to 
experience this life-changing event!

For questions, email info@theconferenceforwomen.com or call 333-8342.



",U of I DISCOUNTS FOR THE 2004 BIENNIAL CONFERENCE 
Sat Sep  6 2003,20030905094439-015525,"      To: All Faculty & All Academic Professionals & All Civil Service Staff
           <everybody@illinois.edu> 
    From: ""uipres@uillinois.edu"" <uipres@uillinois.edu>

Reply-To: uipres@uillinois.edu
 Subject: MASSMAIL - PRESMAIL - A Letter from the President","


September 5, 2003

Dear Colleagues:

Welcome to what surely will be one of the most challenging years the 
University of Illinois has faced in modern times.  We have more students 
than ever, and fewer faculty and graduate students to teach them. We have 
a bigger budget than ever, but significantly less money from our single 
most important source, the State of Illinois. We have greater demands on 
us for evidence of accountability and fewer of us to do the work. These 
countervailing forces, which can be summed up as ""Do more with less,"" are 
difficult, but I ask all of you to lean into the wind.

Whether you are a longtime faculty or staff member or new to our campuses 
in Chicago, Springfield, and Urbana-Champaign, I hope one thing is clear: 
this university will move forward, clearing hurdles as we go, because we 
know no other way. It is in our charter that we will teach, that we will 
discover, and that we will serve.

The nation's public universities, which educate fully 80 percent of all 
students in college, fueled the successes of the American Century, and 
the University of Illinois has grown in size, stature, and impact as the 
nation has. The land-grant universities, a special subset of public 
higher education, brought this country's agriculture and engineering to 
new heights, and the University of Illinois was in the vanguard. The 
nation's research universities, another subset of American higher 
education, encouraged discovery and innovation that led to longer lives, 
more conveniences, and, yes, the means to surf the world's knowledge on 
our home computers. The University of Illinois was in the top tier of 
research universities--and remains there. Public universities made and 
kept a promise to be affordable, to be comprehensive, and to be open to 
changing demographics and shifts in populations. The University of 
Illinois works every day to reflect today's world, even as our libraries 
and galleries honor the knowledge and peoples of the past.

All of this work--all of the effort in our multifaceted identity as a 
great public, land-grant, research university of opportunity--relies on 
your contributions. Only your commitment and hard work can help the 
university fulfill its obligations. Those of us who are honored to lead 
the University of Illinois--our Board of Trustees, the chancellors, the 
provosts and the deans, especially--understand the difficult choices 
being made every day up and down this large organization. Their thousands 
of decisions--small and big--are both a burden and an opportunity to take 
a closer look at what we are doing and whether, because of our financial 
woes, we can do some things better or smarter, or not at all. We have 
tried these last two years to protect our academic offerings; 
unfortunately, our students will bear some negative consequences. But, as 
all university presidents must, I remain an optimist and ask you to stay 
with us with the expectation of a better tomorrow.

As always, Joan and I wish each of you a most productive and fulfilling 
year.


James J. Stukel
President
uipres@uillinois.edu
",PRESMAIL - A Letter from the President
Wed Sep  3 2003,20030902115612-024957,"      To: All Faculty <everybody@illinois.edu> 
    From: ""Professors Michael Grossman and Priscilla C. Yu"" <mikeg@uiuc.edu>
Reply-To: damrau@uiuc.edu

 Subject: MASSMAIL - September 22 - Annual Meeting of the Faculty","September 1, 2003

Dear Colleague,

The Bylaws of the Senate, Part A 6., state: The Senate shall call an 
annual meeting of the faculty of the campus to hear reports from and to 
question the Senate Executive Committee and the administration.

This year's Annual Meeting of the Faculty will take place on Monday, 
September 22, at 3:10 PM in Illini Room C of the Illini Union. You will 
have a rather unique opportunity not only to hear from two key university 
and campus administrators but also to talk with them, both in a discussion 
period during the meeting itself and also informally afterward.

At this year's meeting President James Stukel and Chancellor Nancy Cantor 
will deliver remarks, after which there will be an open discussion session 
during which your questions and comments will be welcome. They regard this 
meeting as an important occasion, and intend to use it to good effect. 
They will give you their sense of where we stand, what we are up against, 
and what is to be done; and they will be interested in hearing from you, 
both on the matters they mention and on others. 

The Annual Meeting of the Faculty can and should serve as a forum for a 
discussion of issues affecting all of us, to which both administrators and 
faculty contribute. We hope that you will join us at this year's Meeting. 
After its conclusion there will be a reception in the South Lounge of the 
Illini Union, sponsored by the Chancellor, at which discussion can 
continue informally. 

We look forward to seeing you at this meeting.

Cordially,


Michael Grossman, Chair 
Senate Executive Committee


Priscilla C. Yu, Vice-Chair 
Senate Executive Committee


MG/PCY: rcd
",September 22 - Annual Meeting of the Faculty
Sat Aug 30 2003,20030829084030-024577,"      To: All Undergrad Students & All Grad Students <everybody@illinois.edu> 
    From: ""Pamela Voitik, Campus Services"" <pvoitik@uiuc.edu>

Reply-To: pvoitik@uiuc.edu
 Subject: MASSMAIL - SafeRides/Late Night Transportation","2003 - 2004 Late Night Transportation alternatives for University of 
Illinois students:
 
The 22 Illini provides safe secure transportation throughout the main 
campus area. The Illini operates every 10 minutes until 3:00AM seven days 
a week and until 5:00AM on Friday & Saturday nights. 

The 50 Green Late Night and 100 Yellow Late Night Routes also provide safe 
secure transportation through the main campus area and between Downtown 
Urbana and Champaign. The routes are connected to one another in Downtown 
Champaign so passengers can continue from one route to another without 
getting off the bus. Both routes operate every 30 minutes until 3:00AM 
seven days a week and until 5:00AM on Friday & Saturday nights.

SafeRides acts as a safety-net for individuals in areas around campus. 
SafeRides is not available for any trip which can be completed on the 22 
Illini Route. Once the 22 Illini stops operating then SafeRides serves all 
of campus. Service operates seven days a week from Dusk (7:00PM - 5:00PM 
after the time change) until 6:30AM and is available by calling 265-Ride.

The purpose of SafeRides is to provide safe transportation to students who 
generally are traveling alone when no other means of safe transportation 
are available. 

There is a maximum limit of three (3) persons per pick-up location within 
the SafeRides boundaries.

SafeRides is not meant to take groups out, but primarily individuals. 
Groups should ride the 22 Illini route or the closest available community 
route operating.

For those individuals who are concerned about walking to or waiting at the 
bus stop for the 22 Illini, SafeWalks Escort Service is available by 
contacting University Police at 333-1216 or via an emergency campus phone.

More detailed instructions on using SafeRides and exact route and schedule 
information for the 22 Illini, 50 Green, and 100 Yellow Routes is 
available on the MTD webpage at 
http://www.cumtd.com/schedules/saferides.html",SafeRides/Late Night Transportation
Tue Aug 26 2003,20030826092207-001852,"      To: All Undergrad Students & All Grad Students <everybody@illinois.edu> 
    From: ""Nguyet Fuller"" <nguyet@uiuc.edu>

Reply-To: registration@oar.uiuc.edu
 Subject: MASSMAIL - First Day of Class -Fall 2003","On Wednesday August 27, 2003, students should attend classes according to 
their Monday schedule. Beginning on Thursday August 28, classes will meet 
as scheduled in the Timetable of Classes.

University of Illinois at Urbana-Champaign Senate Policy requires all 
class days to meet a minimum of fourteen times during a semester. The 
Labor Day holiday, along with the addition of a full week fall break, 
reduces the number of Monday class meeting days to thirteen necessitating 
the schedule change.",First Day of Class -Fall 2003
Sat Aug 23 2003,20030822180114-003772,"      To: All Faculty & All Academic Professionals & All Civil Service Staff &
           All Undergrad Students & All Grad Students <everybody@illinois.edu> 
    From: ""Peter M. Siegel"" <cio@uiuc.edu>

Reply-To: cio@uiuc.edu
 Subject: MASSMAIL - Residence Hall Network","To:  All faculty, staff and students

Campus Information Technologies and Educational Services (CITES) recently
sent an email to all Urbana students to make them aware of the potential
impact of the so-called ""Blaster"" worm and ""sobig"" virus, which had already
infected seven hundred campus systems earlier this week, as well as
machines at businesses, homes, and campuses around the world. Because of
the aggressiveness of these attacks, the Residence Halls in concert with
CITES  have taken the unusual step of asking that all  Residence Hall
students validate their systems for virus protection and patches before
their computer networks are turned on.  This will mean that students will
need extra time to connect their computers to the Residence Hall network;
in the mean time, all students will be able to use the computer labs (as
always) to access online services.

This step was essential because the alternative --  hundreds or thousands
of unpatched systems becoming compromised at the same time -- would
virtually ensure an unusable network and even greater disruption for those
additional students whose machines would become compromised through the
""infection"" process.

We ask that the entire community understand the uniqueness and truly global
nature of these computer problems.  In this regard, Illinois is not unique,
but we believe it is unique in the responsiveness and dedication of the
staff in finding the best possible solution.  We apologize to the student
community and to the faculty for the disruption as students return to
campus and ask the faculty for patience as students get their systems
online.   The CITES web pages at www.cites.uiuc.edu will have up-to-date
advisories.  If you have questions contact cio@uiuc.edu. 
  
  
 Peter M. Siegel 
 Chief Information Officer, University of Illinois Urbana-Champaign ",Residence Hall Network
Thu Aug 21 2003,20030820210556-017802,"      To: All Undergrad Students & All Grad Students <everybody@illinois.edu> 
    From: ""Sue Lewis"" <sml@uiuc.edu>

Reply-To: cio@uiuc.edu
 Subject: MASSMAIL - Urgent action needed to protect your computer","As you may have read in the newspaper or seen on the web, the national 
educational and business communities are responding to an unprecedented 
network attack affecting Microsoft Windows systems-- desktops, laptops, 
and  servers. The so-called Blaster worm and sobig virus have already 
infected  over seven hundred systems on the Urbana campus.   I am asking 
you to protect yourself and in turn help keep the campus network safe by 
taking the following steps IMMEDIATELY.   You do not have to wait until 
you return to campus to update (""patch"") your operating system software 
and your anti-virus software; you can do it from home if you can reach the 
Internet.

Windows users should immediately go to: 
            
http://windowsupdate.microsoft.com 

and install the updates for your operating system.  (Please be patient if 
the site is slow; many others are accessing it.  We chose not to provide 
this service locally, since Microsoft has been making frequent updates). 

Everyone should:
Install the free anti-virus software if you have not already done so.  
http://webstore.cites.uiuc.edu

The product title you will need to download is listed below.

Microsoft Windows 
Operating System         Anti-Virus Product Title to Download

Windows XP         Virus Protection VirusScan v7.0 for Windows
Windows 2000       Virus Protection VirusScan v7.0 for Windows
Windows NT 4.0     Virus Protection VirusScan v7.0 for Windows

Windows 95        Virus Prot.-VirusScan v4.5.1 for Windows Workstations
Windows 98        Virus Prot.-VirusScan v4.5.1 for Windows Workstations

Windows ME        Virus Prot.-VirusScan v4.5.1 for Windows Workstations
Windows pre-NT4.0 Virus Prot.-VirusScan v4.5.1 for Windows Workstations

MAC pre-OSX       Virex 6.1 for Macintosh
MAC OSX           Virex 7.2 for Macintosh

Once the latest anti-virus software is installed, get the latest virus 
update files (Search for VirusScan Console on your computer, click on 
AutoUpdate program, click on Run Now).  

Run an anti-virus scan. (Search for VirusScan Console on your computer, 
click on Scan my computer)

If the scan shows a problem, but does not FIX the problem, download the 
Stinger software and run that.  
http://vil.nai.com/vil/stinger/

Apple computers owners should:
Check for updates at http://www.info.apple.com/   (Downloads)

If you need general assistance, call the CITES Help Desk (244-7000). We 
are taking every step we can to minimize the problems caused by this worm 
and new viruses, but we need your help to succeed.

Thank you,
Sue Lewis
Deputy CIO; Director, Strategic Communications
Campus Information Technologies and Educational Services (CITES)",Urgent action needed to protect your computer
Thu Aug 21 2003,20030819100751-007899,"      To: All Faculty & All Academic Professionals & All Civil Service Staff
           <everybody@illinois.edu> 
    From: ""News Bureau"" <news@uiuc.edu>

Reply-To: news@uiuc.edu
 Subject: MASSMAIL - Inside Illinois, Aug. 21, 2003","Today's issue of Inside Illinois online is now available at 
http://www.news.uiuc.edu/ii

Aug. 21, 2003, Vol. 23, No. 4

IN THIS ISSUE:

CAMPUS NEWS:

*  On the Job: Daniel Honnold, musical instrument technician II, has 
worked at the UI for six years. He spends most of his time tuning 
pianos and doing repairs. He and a fellow technician also rebuild 
pianos between other projects. 

RESEARCH NEWS:
*  Tai Chi may benefit older people:  As they age, people tend to 
become more prone to slipping, tripping and falling. And the results 
of such missteps and tumbles sometimes can be catastrophic. 
That's why movement researchers are increasingly focusing on the 
physiological effects and potential health benefits associated with Tai 
Chi, an ancient Chinese martial art that combines aspects of 
movement and meditation.

*  Math education: Research says earliest steps can play a role in 
how well preschoolers learn math. How a child comes to understand 
""two-ness"" and ""three-ness"" and other basic but abstract concepts 
lays the foundation for what comes later, says researcher Art 
Baroody. 

Inside Illinois returns to the print edition Sept. 4. The online version 
will still be available.

Did you miss an issue? Go to Inside Illinois archives:
http://www.news.uiuc.edu/ii/iiarchiveindex.html
","Inside Illinois, Aug. 21, 2003"
Sat Aug 16 2003,20030815170856-026826,"      To: All Faculty & All Academic Professionals & All Civil Service Staff
           <everybody@illinois.edu> 
    From: ""Sue Lewis"" <sml@uiuc.edu>

Reply-To: sml@uiuc.edu
 Subject: MASSMAIL - Immediate action: Microsoft vulnerability","
As you may have read in the newspaper or heard from colleagues on campus, 
the national educational and business communities are responding to an 
unprecedented network attack affecting Microsoft systems-- desktops, 
laptops, and servers. CITES has been working with the campus computer 
security contacts in each unit to make sure the ""patches"" (system repairs) 
are applied to the tens of thousands of systems on campus running Microsoft 
operating systems.  Even at that,  the so-called Blaster worm associated 
with this attack has affected over seven hundred systems on the Urbana 
campus.   There are still several thousand computers on campus running the 
Microsoft operating system that remain unprotected.

If  your computer runs the Microsoft operating system and you are 
responsible for maintaining it,  we are asking you to remove your computer 
from the network or apply patches IMMEDIATELY.  Not only should you worry 
about your desktop system at work, but also any laptop computer or 
computers at home that use the campus VPN services to connect to the 
network.   Patches are available at no charge at 
http://www.cites.uiuc.edu/sus   If you need personal assistance, you may 
contract with our Departmental Services OnSite Support service 
(onsite@uiuc.edu or 333-8628 during normal business hours).

Because of the impact to our infrastructure caused by this attack, we may 
need to block subnets, even at the departmental level, to prevent this 
fast-spreading worm from doing more damage.   We have received advisories 
from the federal Department of Homeland Security and other security-related 
groups regarding the potential damage from this attack and appropriate 
actions.  We apologize in advance for the substantial inconvenience and 
disruption these steps may cause, but again emphasize that this is a 
problem affecting thousands of universities and corporations across the 
nation and we are trying to minimize and contain damage on our campus.

Other universities have estimated their costs for addressing this problem 
in the hundreds of thousands of dollars. We are taking every step we can to 
minimize expenditure in terms of time, money and lost data.  

Sincerely,
Sue Lewis
Deputy Chief Information Officer
Director of Strategic Communications
Campus Information Technologies and Educational Services
(CITES)
sml@uiuc.edu
217-244-0708",Immediate action: Microsoft vulnerability
Thu Aug  7 2003,20030805144436-017434,"      To: All Faculty & All Academic Professionals & All Civil Service Staff
           <everybody@illinois.edu> 
    From: ""News Bureau"" <news@uiuc.edu>

Reply-To: news@uiuc.edu
 Subject: Inside Illinois Aug. 7, 2003","Today's issue of Inside Illinois online is now available at
http://www.news.uiuc.edu/ii

Aug. 7, 2003, Vol. 23, No. 3

IN THIS ISSUE:

CAMPUS NEWS:

* Budgetary decisions: As the university settles into the second 
month of the fiscal year, faculty and staff members on the Urbana 
campus face difficult choices about how to sustain quality instruction 
and services with fewer people and economic resources.

* Student Suicide: Evidence suggests that mandatory counseling for 
students who threaten or attempt to kill themselves has helped 
reduce the rate of suicide by more than half at Illinois.

* On the Job: Pat Ridinger, assistant director for assignments, Family 
and Graduate Housing Office, has worked at the UI for 27 years, 23 of 
those in the Division of Housing.

RESEARCH NEWS:
* Decreasing yields: Although rising ozone levels already reduce 
soybean yields, a study of the crop grown in projected 2030 levels 
has harvested more troubling results - a 20 percent yield loss - say 
UI scientists.

* Supersweet success: The history of UI's contribution to today's 
supersweet sweet corn will be featured at Agronomy Day on Aug. 21.

Did you miss an issue? Go to Inside Illinois archives:
http://www.news.uiuc.edu/ii/iiarchiveindex.html","Inside Illinois Aug. 7, 2003"
Tue Aug  5 2003,20030730155603-005120,"      To: All Undergrad Students & All Grad Students <everybody@illinois.edu> 
    From: ""Nguyet Fuller"" <nguyet@uiuc.edu>

Reply-To: registration@oar.uiuc.edu
 Subject: MASSMAIL - Summer 2 Grades and Fall 2003 Class Schedules","From the Registrar's Office:

Summer 2, 2003 grades will be available on the web on August 14, 2003. 
Grades turned in late by instructors or grade corrections will be 
refreshed almost nightly through August 22, 2003 and then weekly until 
September 29, 2003.
Note: Grade Reports will not be mailed to students. Current term grade 
reports will be replaced with the posting of the next term grade reports. 
Academic Outreach grades will be mailed and are not affected by this 
process.

Class Schedules for Fall 2003 will be available for registered students on 
the web on August 11, 2003. They will be refreshed weekly to update 
location changes and section cancellations. Class Schedules are not 
created for Academic Outreach students.

To check your Summer 2, 2003 grades and Fall 2003 Class Schedules on the 
secure website, go to www.oar.uiuc.edu and click on the ""Grade and 
Registration Information"" link.

You will need your Network ID and password to access your personal secure 
website to obtain your grades and class schedules information. If you have 
problems accessing or printing your information, please contact the 
Registrar's Office at registration@oar.uiuc.edu or 217-244-3216 for 
assistance.

",Summer 2 Grades and Fall 2003 Class Schedules
Thu Jul 24 2003,20030722161151-009514,"      To: All Faculty & All Academic Professionals & All Civil Service Staff
           <everybody@illinois.edu> 
    From: ""News Bureau"" <news@uiuc.edu>

Reply-To: news@uiuc.edu
 Subject: Inside Illinois -- July 24, 2003","Today's issue of Inside Illinois online is now available at
http://www.news.uiuc.edu/ii

July 24, 2003, Vol. 23, No. 2

IN THIS ISSUE:

CAMPUS NEWS:
* UI Board of Trustees: University employees in same-sex 
relationships will soon be able to obtain health and dental insurance 
benefits similar to those provided to their married colleagues under a 
program approved by the UI Board of Trustees at its July 17 meeting 
in Urbana.

* On the Job: Mark Hurt is an UI agricultural gardener and reigning 
champion in the International Chili Society's chili verde division for the 
state of Illinois and for western Kentucky.

RESEARCH NEWS:
* Thanks in part to new spectroscopic technology, researchers have 
solved a great mystery concerning some of North America's oldest 
pieces of sculpture.

* Biologists studying early pregnancy in ferrets have isolated a 
protein vital to embryonic implantation. The UI discovery eventually 
could enhance assisted-reproductive efforts in many threatened 
species.

Did you miss an issue? Go to Inside Illinois archives:
http://www.news.uiuc.edu/ii/iiarchiveindex.html
","Inside Illinois -- July 24, 2003"
Wed Jul 23 2003,20030716144328-000821,"      To: All Faculty & All Academic Professionals <everybody@illinois.edu> 
    From: ""CITES Classroom Technologies"" <oir-des@ad.uiuc.edu>

Reply-To: oir-des@uiuc.edu
 Subject: MASSMAIL - Training and security codes for smart classrooms","Dear faculty,
This coming fall many of you will be teaching in one of the Integrated 
Teaching System (ITS) classrooms or smart classrooms.  There are nearly 
one hundred of these classrooms managed by our office.  If you have not 
yet received training from our staff on how to access and use this 
equipment, we would like to meet with you during one of our training 
workshops.  Currently, we have workshops scheduled for the following 
times:

Friday, August 1st, 10 AM - 12 PM
Friday, August 15th, 1 PM - 3 PM
Monday, August 18th, 3 PM - 5 PM

To reserve a spot at the workshop of your choice, please go to our 
training and code request page:



If you have received our training in the past and are listed in our 
records, you can also request the security code for your particular 
classroom through the link above.  Please note that we can only e-mail 
codes to those instructors who we have recorded as having attended one of 
our training sessions.

If you have any questions or concerns, please do not hesitate to contact 
us by calling our office at 333-8165 or e-mailing us at oir-des@uiuc.edu

Thank you.

CITES Classroom Technologies
(formerly OIR-Engineering Services)
Phone:  333-8165
E-mail: oir-des@uiuc.edu
Web: http://www.oirdes.oir.uiuc.edu/oirdes/

",Training and security codes for smart classrooms
Thu Jul  3 2003,20030701115624-017828,"      To: All Faculty & All Academic Professionals & All Civil Service Staff
           <everybody@illinois.edu> 
    From: ""News Bureau"" <news@uiuc.edu>

Reply-To: news@uiuc.edu
 Subject: Inside Illinois, July 3, 2003","Today's issue of Inside Illinois online is now available at 
http://www.news.uiuc.edu/ii

July 3, 2003, Vol. 23, No. 1

IN THIS ISSUE:
*  High in the canopy of a Neotropical Panamanian forest, 
researchers have discovered that birds, especially native ones during 
the rainy season, protect trees by reducing the numbers of leaf-eating 
insects. The finding was a mild surprise, since many scientists had 
theorized that the rich diversity of life in tropical forests would diffuse 
any significant contributions by birds.

*  UI scientists in the university's kinesiology department are 
conducting research that seeks to establish the link between 
exercise training and immune function. 

CAMPUS NEWS:
* UI Board of Trustees approves a 5 percent tuition increase.
* On the Job: Mary Blair, conference coordinator at the Illini Union. 

Did you miss an issue? Go to Inside Illinois archives:
http://www.news.uiuc.edu/ii/iiarchiveindex.html
","Inside Illinois, July 3, 2003"
Fri Jun 20 2003,20030619154813-026399,"      To: All Faculty & All Academic Professionals & All Civil Service Staff
           <everybody@illinois.edu> 
    From: ""News Bureau"" <news@uiuc.edu>

Reply-To: news@uiuc.edu
 Subject: Inside Illinois, June 19, 2003","A computer failure resulted in an incomplete mailing of Inside Illinois 
last night.  This retransmission to our complete mailing list may 
result in some duplication.

Today's issue of Inside Illinois online is available at 
http://www.news.uiuc.edu/ii

June 19, 2003, Vol. 22, No. 22

IN THIS ISSUE:

RESEARCH NEWS:
* Panel of consumers endorse researchers' enhancements to 
lower-quality cuts of beef that elevate its tenderness, flavor and 
juiciness. 
*UI researchers discover a subcelllar pouch in a bacterium that could 
alter approaches to disease treatment.
* A ""smart brick"" developed by UI scientists could monitor a building's 
health and save lives.

CAMPUS NEWS:
* On the Job: Sherry Cibelli, an administrative aide in the Graduate 
and International Legal Studies Office in the College of Law.
* Administrative staff and faculty members around campus have 
found that collaborating with student consultants not only enhances 
students' learning experiences, it also offers an economical source 
of fresh perspectives on complex problems.

Did you miss an issue? Go to Inside Illinois archives:
http://www.news.uiuc.edu/ii/iiarchiveindex.html","Inside Illinois, June 19, 2003"
Unknown Date,20030616163511-002840,"      To: All Faculty & All Academic Professionals & All Civil Service Staff
           <everybody@illinois.edu> 
    From: ""News Bureau"" <news@uiuc.edu>

Reply-To: news@uiuc.edu
 Subject: Inside Illinois, June 19, 2003","Today's issue of Inside Illinois online is now available at 
http://www.news.uiuc.edu/ii

June 19, 2003, Vol. 22, No. 22

IN THIS ISSUE:

RESEARCH NEWS:
* Panel of consumers endorse researchers' enhancements to lower 
cuts of beef that elevate its tenderness, flavor and juiciness. 
*UI researchers discover a subcelllar pouch in a bacterium that could 
alter approaches to disease treatment.
* A ""smart brick"" developed by UI scientists could monitor a building's 
health and save lives.

CAMPUS NEWS:
* On the Job: Sherry Cibelli, an administrative aide in the Graduate 
and International Legal Studies Office in the College of Law.
* Administrative staff and faculty members around campus have 
found that collaborating with student consultants not only enhances 
students' learning experiences, it also offers an economical source 
of fresh perspectives on complex problems.

Did you miss an issue? Go to Inside Illinois archives:
http://www.news.uiuc.edu/ii/iiarchiveindex.html","Inside Illinois, June 19, 2003"
Tue Jun 17 2003,20030616113732-001436,"      To: All Undergrad Students & All Grad Students <everybody@illinois.edu> 
    From: ""Student Insurance"" <d-curtin@uiuc.edu>

Reply-To: insure@uiuc.edu
 Subject: MASSMAIL - Summer 03 Std Ins Plan Enrollment/Change Deadline","The Student Insurance Enrollment/Change Period for Summer Session II is 
6/16/03-6/26/03.  This is the only time during the Summer 2003 semester 
that students can complete an Open Enrollment Reinstatement, apply for 
Dependent Coverage, complete an Exemption from the insurance fee (if you 
are already exempt from the fee your U of I statement of charges will 
show: NOT INSURED), apply for an Extension of your Spring coverage (this 
is for students not registering for the Summer Session II only).  Forms 
are available at 807 S. Wright, Suite 480 (9-4:30) or download the forms 
from our web site: www.si.uiuc.edu.  Questions?  E-mail us at 
insure@uiuc.edu or call 333-0165.",Summer 03 Std Ins Plan Enrollment/Change Deadline
